date,regime,gross_return,transaction_cost,turnover,portfolio_return,w_BIL,w_DBC,w_EEM,w_EFA,w_GLD,w_IEF,w_SPY,w_TLT,w_VNQ
2012-01-31,2,0.024091133887863984,0.0,,0.024091133887863984,0.2,0.022231785236002072,0.0176159454666809,0.02329061142356239,0.10655388780338174,0.2016398317742884,0.07350777511480723,0.2950366810886302,0.060123482092647125
2012-02-29,2,-0.0023102214835542985,0.00014206921865958974,0.14206921865958974,-0.0024522907022138884,0.2,0.03692464609033387,0.03341188095527061,0.04597036722356639,0.07638106083004066,0.1853935121855408,0.08660751585726889,0.27042121832092403,0.06488979853705486
2012-03-31,2,-0.007343074517282815,0.00017379109907833854,0.17379109907833853,-0.007516865616361154,0.19999999999999998,0.05709131591978858,0.048831831642453145,0.06802453248374196,0.06307493739729846,0.1729723611651059,0.10097409760826448,0.20925294323493185,0.07977798054841569
2012-04-30,0,0.007876801930780363,0.0006063457282955357,0.6063457282955357,0.007270456202484827,0.31399440935192363,0.025691092163904854,0.02197432423910391,0.08369606883413293,0.028383721828784295,0.07783756252429765,0.17932872778224745,0.09416382445571929,0.17493026881988588
2012-05-31,2,-0.0038745223931360437,0.00039546077926560017,0.39546077926560014,-0.004269983172401644,0.2512974842083656,0.025522584440733756,0.01968815245625858,0.054256867283265474,0.03828316875621964,0.15756713982328274,0.12720016186791472,0.20226518986209888,0.12391925130186045
2012-06-30,2,0.010294854145180466,0.00017501862473796943,0.17501862473796942,0.010119835520442497,0.22308386789376455,0.022870648923076685,0.0196731363513183,0.04129929771429086,0.04605949822299216,0.19011723859049076,0.10453040981923908,0.24944807399710311,0.10291782848772445
2012-07-31,2,0.018349247974789505,9.546961563849806e-05,0.09546961563849805,0.018253778359151006,0.21038774055219406,0.025796519354106796,0.01753676468478226,0.034107177079088724,0.04500608488981632,0.20466898257368787,0.09251287299735841,0.2797052674021249,0.09027859046684061
2012-08-31,0,0.0019190529189885132,0.0005582535960470436,0.5582535960470436,0.0013607993229414696,0.11117448324848732,0.011608433709348057,0.007891544108152015,0.015348229685589944,0.020252738200417408,0.09210104215815954,0.15141575213875286,0.29584546273552426,0.29436231401556867
2012-09-30,0,0.003069620860034391,0.0005527346516178361,0.5527346516178361,0.0025168862084165547,0.06652851746181929,0.005223795169206629,0.0035511948486684403,0.006906703358515474,0.1622717885843091,0.04144546897117179,0.24627708688273808,0.33533240341656534,0.1324630413070059
2012-10-31,0,-0.011931324528953069,0.0005698174940838795,0.5698174940838795,-0.012501142023036949,0.16688770046611154,0.0023507078261429826,0.0015980376819008497,0.09785088050711095,0.21851760224019193,0.01865046103702746,0.28363666011590727,0.1508995815374544,0.059608368588152674
2012-11-30,0,0.009512941914953589,0.0007051751005563902,0.7051751005563902,0.008807766814397199,0.23519587241655407,0.001057818521764342,0.15914586886142926,0.22458242765533507,0.1492602304695734,0.008392707466662357,0.1276364970521583,0.06790481169185447,0.026823765864668697
2012-12-31,0,0.02715952078973844,0.0003441879431355232,0.3441879431355232,0.026815332846602917,0.244691316158908,0.028441003404648443,0.2427729571145134,0.2761706823447745,0.06716710371130802,0.0037767183599980605,0.09435235900541403,0.03055716526133451,0.012070694639101041
2013-01-31,0,0.017323020814265202,0.00022968326913406085,0.22968326913406084,0.01709333754513114,0.20795665854889195,0.0127984515320918,0.28526973809207523,0.31781179613692556,0.030225196670088605,0.0016995232619991271,0.12505609880273158,0.013750724367600529,0.005431812587595659
2013-02-28,0,-0.007472992197963121,0.0003723851298487074,0.37238512984870736,-0.007845377327811829,0.11008049634700137,0.005759303189441309,0.23210147500026876,0.36459722184110055,0.013601338501539875,0.0007647854678996071,0.2644632380229102,0.006187825965420237,0.0024443156644180465
2013-03-31,0,0.021368715419817573,0.0005636632852612576,0.5636632852612575,0.020805052134556315,0.06603622335615061,0.002591686435248606,0.10444566375012093,0.2689379526698359,0.006120602325692965,0.00034415346055482316,0.334781737508198,0.002784521684439128,0.21395745880975903
2013-04-30,0,0.041832178321111246,0.00023848505698215758,0.23848505698215758,0.04159369326412909,0.046216300510267774,0.0011662588958618726,0.04700054868755441,0.28207057720205664,0.002754271046561834,0.00015486905724967042,0.2993167770738331,0.0012530347579976164,0.320067362768617
2013-05-31,0,-0.020574831311651144,0.00018305859596374428,0.18305859596374427,-0.020757889907614888,0.037297335229620504,0.0005248165031378427,0.021150246909399487,0.2282411848457058,0.0012394219709528254,6.969107576235191e-05,0.3591746803378406,0.0005638656410989274,0.3517387574864817
2013-06-30,2,-0.02209012055640698,0.0005649303551602947,0.5649303551602947,-0.022655050911567276,0.12678380085332927,0.03177136583149233,0.03925423685816845,0.17613550379146503,0.027160547840221365,0.06144556137388942,0.24638112054605424,0.05689504215301837,0.23417282075236157
2013-07-31,2,0.0238184887404773,0.00024967835159159815,0.24967835159159812,0.0235688103888857,0.1670527103839982,0.046951799395059335,0.04583706587436229,0.15527367412210757,0.047208044548249624,0.08603828825822488,0.20032516365306746,0.07506182224602397,0.17625143151890676
2013-08-31,2,-0.01446166619277103,0.0001620077781673348,0.1620077781673348,-0.014623673970938365,0.1851737196727992,0.06302010340423422,0.048033485070857154,0.15686058952170215,0.07319574885402966,0.09581481155262697,0.1843406108163927,0.08232883583544388,0.11123209527191409
2013-09-30,1,0.03414501661246246,0.0004582987775330632,0.4582987775330632,0.0336867178349294,0.13406268265228388,0.0428199227493697,0.037654679463115556,0.28730426149760685,0.04459897425690096,0.05755736787169104,0.2830463276070196,0.04927794096460904,0.06367784293740344
2013-10-31,1,0.03236239222470317,0.000259321268880131,0.259321268880131,0.032103070955823036,0.07682820719352774,0.03202186433257162,0.11222620894637365,0.3140342309453104,0.030101065272466494,0.03813306162970329,0.3114054631161234,0.032178034613545105,0.053071863950378245
2013-11-30,1,0.006591066140549839,0.0001337381413669004,0.13373814136690038,0.006457327999182938,0.051072693237087484,0.02731750727885906,0.1506043393281641,0.3288095663602216,0.022999432165281306,0.030833926556920948,0.325121068002872,0.026406326039625505,0.03683514103096805
2013-12-31,0,0.015972047351403243,0.00018201152893961657,0.18201152893961656,0.015790035822463626,0.03948271195668938,0.012292878275486597,0.16366978739821827,0.36532453497901896,0.01034974447437659,0.013875266950614439,0.3665464157838288,0.011882846717831477,0.016575813463935662
2014-01-31,1,-0.028914584092438536,0.00027535429951725725,0.27535429951725726,-0.029189938391955793,0.03426722038051022,0.016099914648156088,0.08377306116633844,0.33394314875599085,0.013634354541834577,0.07082556092536836,0.3453628700562872,0.0666725535923741,0.035421315933140206
2014-02-28,0,0.04645054499754119,0.0004383925056824561,0.4383925056824561,0.046012152491858735,0.0319202491712296,0.007244961591670239,0.03769787752485229,0.2551468618047826,0.006135459543825564,0.03187150241641587,0.3666939491404626,0.030002649116568445,0.2332864896901928
2014-03-31,0,0.004447643805117254,0.0002259808489435288,0.2259808489435288,0.004221662956173725,0.03086411212705332,0.0032602327162516544,0.01696404488618353,0.2053364219835272,0.0027609567947215036,0.014342176087387146,0.3808508692753855,0.013501192102455848,0.33211999402703435
2014-04-30,0,0.01829819265751336,8.336398521164306e-05,0.08336398521164305,0.018214828672301717,0.030388850457173995,0.0014671047223132443,0.007633820198782588,0.19208542247043478,0.001242430557624685,0.006453979239324215,0.38430179142502163,0.0060755364461052026,0.37035106448321975
2014-05-31,0,0.022700624589521545,0.00024983208073235544,0.2498320807323554,0.02245079250878919,0.030174982705728298,0.0006601971250409599,0.003435219089452164,0.0864384401116959,0.0005590937509311082,0.002904290657695897,0.3744851352639531,0.08629819552194518,0.4150444457735575
2014-06-30,0,0.010493653940803115,0.00032100018206685096,0.32100018206685094,0.010172653758736263,0.030078742217577732,0.0002970887062684319,0.0015458485902534738,0.03889729805026315,0.00025159218791899864,0.0013069307959631534,0.265779767122827,0.20984503096545476,0.45199770136347334
2014-07-31,0,0.0007238388943921856,0.0004562172077658564,0.4562172077658564,0.0002676216866263292,0.030035433997909977,0.00013368991782079434,0.22965445247318164,0.017503784122618417,0.00011321648456354938,0.000588118858183419,0.21536773172450946,0.0944302639344548,0.412173308486758
2014-08-31,0,0.03246283283656286,0.00040952475251980665,0.40952475251980663,0.03205330808404305,0.030015945299059495,6.016046301935745e-05,0.34824233127660525,0.007876702855178344,5.094741805361683e-05,0.00026465348618256063,0.09691547927602925,0.1806047613909345,0.33596901853493766
2014-09-30,2,-0.03806143851924353,0.0005790504553699695,0.5790504553699695,-0.0386404889746135,0.1235071753845768,0.015681209527776515,0.1851127884753502,0.027974967533016912,0.03485687572508816,0.10182549997124964,0.10727666195614535,0.19419148777558853,0.209573333651208
2014-10-31,2,0.025126225144369324,0.0002141586313811781,0.2141586313811781,0.024912066512988145,0.16557822892305957,0.02146427540579821,0.1347249786364853,0.03591284441235696,0.047575921540411,0.13944685061200943,0.10822358489480724,0.19034956028304767,0.1567237552920247
2014-11-30,2,0.010029021226224134,0.00013733007172241383,0.13733007172241382,0.00989169115450172,0.1845102030153768,0.022815225287615738,0.0873435135137757,0.0422221165876116,0.06126762850750965,0.16154893563371153,0.11186229817243659,0.19298989472843503,0.13544018455352735
2014-12-31,2,0.003093050634621052,6.475150421496017e-05,0.06475150421496016,0.0030282991304060917,0.19302959135691955,0.022631446371680415,0.06571922109760062,0.04441796537137711,0.07067914208580967,0.16955441333659144,0.10982542688689077,0.1972334184294269,0.12690937506370348
2015-01-31,2,0.039960508748817486,9.646465999782219e-05,0.09646465999782218,0.03986404408881966,0.1968633161106138,0.020830205372276187,0.051326942482474935,0.04323973184483307,0.11507774733102653,0.16432029934671843,0.0974214187619836,0.1951744801021446,0.11574585864792884
2015-02-28,1,-0.020443925893296647,0.0003899660838444757,0.3899660838444757,-0.02083389197714112,0.1050884922497762,0.014602348746416029,0.03533039874967417,0.046713863877719676,0.0652909346575345,0.1331232943174712,0.10857274474414068,0.26434589738012737,0.22693202527714024
2015-03-31,0,0.007294482234805205,0.0003409515171436008,0.34095151714360084,0.006953530717661605,0.06378982151239929,0.006571056935887212,0.015898679437353375,0.021021238744973903,0.029380920595890515,0.10260395550525338,0.09898064603917427,0.3003987075367509,0.36135497369231706
2015-04-30,0,-0.00592506209285897,0.0007242190882568802,0.7242190882568802,-0.00664928118111585,0.04520541968057967,0.0029569756211492593,0.007154405746809233,0.2517631322738371,0.013221414268150739,0.04617177997736401,0.2303482966387512,0.24056883763181583,0.16260973816154295
2015-05-31,1,-0.0024363975732433433,0.00040934209181445376,0.40934209181445375,-0.002845739665057797,0.03684243885626086,0.008515942745527914,0.07147561573777014,0.29776309493147357,0.01991608589317535,0.08180987506115747,0.276806436064184,0.12122881326773367,0.0856416974427171
2015-06-30,2,-0.022070099907131477,0.0003801564966237809,0.38015649662378087,-0.022450256403755257,0.12657909748531743,0.043237362857690184,0.07161511304692028,0.22654330527028588,0.06976130604787605,0.09744532716797827,0.20837483287492622,0.09523278560139567,0.06121086964761014
2015-07-31,1,0.010026175447820137,0.00036110222181254866,0.36110222181254864,0.009665073226007587,0.07355449571547995,0.02986585524150922,0.04468156273564372,0.2898493052100597,0.04144416863294016,0.1400194757064318,0.28304579530297314,0.05564211475260554,0.0418972267023568
2015-08-31,2,-0.027350559699198713,0.00047228578853252397,0.47228578853252395,-0.027822845487731236,0.143099523071966,0.03970305770239445,0.03559002558129257,0.1721616357822151,0.096556179366581,0.16663343895762758,0.17368210761890687,0.11442496851272965,0.05814906340628673
2015-09-30,2,-0.004090865201308729,0.00025107138243518303,0.251071382435183,-0.004341936583743912,0.17439478538238473,0.04280821145891943,0.033990721335996024,0.1082014124481806,0.1056201223583183,0.22857107022189802,0.1137059439806464,0.1278370646450081,0.06487066816864837
2015-10-31,2,0.02378962594297491,0.00011487965066548477,0.11487965066548476,0.023674746292309427,0.18847765342207312,0.03928999222689718,0.033010458666986944,0.07555149967890103,0.10540677486803579,0.22065385533204543,0.11983408220395389,0.11567619636271176,0.1020994872383949
2015-11-30,2,-0.012070985514506395,7.509546965388086e-05,0.07509546965388086,-0.012146080984160276,0.19481494403993288,0.03509968508090536,0.039130499552650085,0.0650694744197216,0.0903192212012551,0.21515574008357607,0.12552464743906738,0.11338646285619258,0.12149932532669891
2015-12-31,2,-0.0064579065465724655,0.00010537885215701434,0.10537885215701434,-0.006563285398729479,0.19766672481796987,0.03221627005019347,0.045253637622979466,0.06618846999873866,0.09287891574709017,0.16534972903578085,0.13525008587366757,0.12255556892037978,0.14264059793320025
2016-01-31,2,0.006263289147024904,0.00016289003764687456,0.16289003764687454,0.0061003991093780295,0.19895002616808644,0.031822908406241364,0.04098523420567183,0.05298517553065513,0.1003530807521213,0.18779137010118072,0.0887411622984862,0.1728014803232695,0.1255695622142876
2016-02-29,2,0.022606798263016793,0.00012030747599259865,0.12030747599259864,0.022486490787024194,0.19952751177563888,0.030426740148183078,0.039231402206497526,0.04384939594590313,0.1528622499678668,0.17880115590637785,0.06522055521539095,0.17986856349627078,0.1102124253378709
2016-03-31,2,0.026613041686014367,0.00010332997350477985,0.10332997350477985,0.026509711712509588,0.1997873802990375,0.02530197586790582,0.06630469969594435,0.03782143901407957,0.1652633068110208,0.15737320524268295,0.07715131911178144,0.1666469850514798,0.10434968890606772
2016-04-30,1,0.012693870691411724,0.00041995049039023215,0.41995049039023213,0.012273920201021492,0.10919269279371377,0.0347430972343973,0.055675228142724846,0.02193808458639615,0.27728338145488635,0.09358719992709838,0.05786551964772761,0.15685105812222877,0.19286373809082677
2016-05-31,0,-0.00903865223673474,0.0005116207615418785,0.5116207615418784,-0.00955027299827662,0.06563671175717121,0.13446058526008003,0.025053852664226217,0.009872138063878268,0.29039386567801706,0.04211423996719429,0.026039483841477428,0.07058297615500295,0.33584614661295265
2016-06-30,1,0.06255522196302156,0.00015132426431607444,0.15132426431607443,0.06240389769870548,0.04716711258552853,0.17256659488299128,0.03342444335264189,0.009382453361597277,0.31331714015770273,0.04182567588758897,0.032301741208502044,0.060855376725700946,0.28915946183774643
2016-07-31,0,0.022219858199440043,0.0003373348234067346,0.3373348234067346,0.02188252337603331,0.037725200663487835,0.07765496769734612,0.015040999508688932,0.004222104012718828,0.3142367888344229,0.018821554149415037,0.014535783543825918,0.1039923014895707,0.4137703001005238
2016-08-31,0,-0.01665870985395948,0.0006342397634085186,0.6342397634085185,-0.017292949617368,0.1770604269843994,0.034944735463805755,0.1928256548920366,0.0018999468057235196,0.1414065549754903,0.008469699367236799,0.006541102594721663,0.09032019748125733,0.3465316814353287
2016-09-30,0,0.010825500305153923,0.0006587786225822674,0.6587786225822674,0.010166721682571656,0.1714165597290359,0.1422207536333291,0.30435780465109685,0.0008549760625755837,0.06363294973897064,0.003811364715256567,0.11712224595727173,0.04064408886656579,0.1559392566458979
2016-10-31,0,-0.012433947367325227,0.00035148755724151036,0.3514875572415104,-0.012785434924566737,0.14135823092437724,0.20837972197397006,0.3470283914636603,0.0003847392281590126,0.028634827382536844,0.001715114121865455,0.18403646942482246,0.018289839989954607,0.07017266549065404
2016-11-30,2,-0.013961609542548258,0.00036240677440007717,0.3624067744000772,-0.014324016316948336,0.1827298960872406,0.17265320317687743,0.2338028211947288,0.03354111233538431,0.05789999697004582,0.05109889125927279,0.16189496262179398,0.046316242194988214,0.060062874159668066
2016-12-31,0,0.021504630587696458,0.0006621017940525387,0.6621017940525387,0.02084252879364392,0.09872845323925826,0.2888532260684099,0.10521126953762801,0.11603243912544149,0.026054998636520613,0.022994501066672755,0.2942545099664737,0.020842308987744695,0.02702829337185065
2017-01-31,0,0.01309089736705547,0.0002979458073236422,0.29794580732364223,0.012792951559731827,0.060927803957666206,0.35047387596040047,0.04734507129193259,0.15240289389281814,0.011724749386434289,0.010347525480002766,0.3452363089689276,0.009379039044485128,0.012162732017332872
2017-02-28,0,0.017593696960324926,0.0002496392181566125,0.2496392181566125,0.017344057742168312,0.04391751178094979,0.3662695767765297,0.12415272303285838,0.06858130225176842,0.005276137223895429,0.004656386466001245,0.3774525654901788,0.0042205675700183075,0.005473229407799909
2017-03-31,0,0.009405560447683734,0.0004397947501477137,0.4397947501477137,0.00896576569753602,0.036262880301427415,0.16482130954943844,0.27213828865425044,0.13402316958034488,0.0023742617507529432,0.002095373909700582,0.3839225076140672,0.0018992554065082384,0.0024629532335099977
2017-04-30,0,0.01207051456147408,0.0001979076375664713,0.1979076375664713,0.01187260692390761,0.032818296135642334,0.0741695892972473,0.273882057307995,0.22601741878631018,0.0010684177878388245,0.0009429182593652619,0.389138308537593,0.0008546649329287112,0.0011083289550794988
2017-05-31,0,0.02452061726737073,0.0003322219851698413,0.3322219851698413,0.02418839528220089,0.03126823326103905,0.03337631518376128,0.3424375886706075,0.32357288000861834,0.00048078800452779324,0.0004243132167143678,0.2675565344051281,0.00038459921981792,0.0004987480297857744
2017-06-30,0,0.005839508716901101,0.00014831316224583378,0.14831316224583377,0.0056911955546552675,0.030570704967467575,0.015019341832692582,0.3805466622692527,0.35962038753289,0.00021635460203751574,0.00019094094752147793,0.21343810158581653,0.00017306964891808087,0.00022443661340367887
2017-07-31,0,0.03756470291585711,7.127882423204457e-05,0.07127882423204457,0.037493424091625066,0.03025681723536041,0.00675870382471167,0.40547056008743954,0.3703359018307254,9.735957091688208e-05,8.592342638466505e-05,0.18681585620641641,7.788134201313638e-05,0.00010099647603192732
2017-08-31,0,0.010526931633987359,5.251584087995228e-05,0.05251584087995228,0.010474415793107407,0.030115567755912186,0.0030414167211202515,0.4317284805274157,0.3672780973731917,4.381180691261668e-05,3.8665541873120996e-05,0.16767346525545407,3.504660390604633e-05,4.5448414214367297e-05
2017-09-30,0,0.011848097495969958,1.7844547863397424e-05,0.017844547863397425,0.01183025294810656,0.03005200549016048,0.0013686375245041131,0.437019379506454,0.37090947232585214,1.9715313110677502e-05,1.7399493842908946e-05,0.16057716758792157,1.5770971757720847e-05,2.0451786396465282e-05
2017-10-31,0,0.024466937854402012,1.4015240766640434e-05,0.014015240766640433,0.02445292261363537,0.030023402470572214,0.0006158868860270156,0.438239703822968,0.36472354126140644,8.871890899805327e-06,7.829772229333595e-06,0.1663644636547277,7.096937290990444e-06,9.203303878451382e-06
2017-11-30,0,0.009502449443394225,0.0004653687340546416,0.4653687340546416,0.009037080709339583,0.030010531111757496,0.10764678764095953,0.4061843068955997,0.16412559356763287,3.992350904955918e-06,3.5233975032083984e-06,0.292017929927116,3.1936217809506564e-06,4.1414867453031215e-06
2017-12-31,0,0.026258906883741065,0.00031677238304320707,0.31677238304320704,0.025942134500697857,0.030004739000290874,0.266032979162563,0.3998176774450988,0.07385651710543478,1.796557907230163e-06,1.5855288764562094e-06,0.23028140440099204,1.4371298014285563e-06,1.8636690353864044e-06
2018-01-31,0,0.059326406545244285,0.00017434183948706637,0.17434183948706636,0.05915206470575722,0.030002132550130893,0.21948942586427023,0.4026535431329649,0.03323543269744565,8.084510582535733e-07,7.134879944052941e-07,0.3146164584566591,6.467084106573884e-07,8.386510659238819e-07
2018-02-28,0,-0.043863761772322506,0.0001447080368732204,0.1447080368732204,-0.044008469809195726,0.0300009596475589,0.1536869517635664,0.39610482571382155,0.06272898328873795,3.6380297621410786e-07,3.210695974823823e-07,0.3574769263019769,2.910187847958248e-07,3.7739297966574675e-07
2018-03-31,0,0.0014743126422874621,0.00026993484537736224,0.26993484537736223,0.0012043777969101,0.030000431841401505,0.28865437445224756,0.39502739936859077,0.028228042479932342,1.6371133929634852e-07,1.4448131889465017e-07,0.2580891428798756,1.3095845315812115e-07,1.6982684085486734e-07
2018-04-30,0,0.008330907741450377,0.0005407240128997683,0.5407240128997682,0.007790183728550609,0.03000019432863068,0.3960644816998395,0.17776232971586603,0.012702619115969553,0.16295206291363148,6.501659352387709e-08,0.2205181118560869,5.8931303941883254e-08,7.642207839940395e-08
2018-05-31,0,0.016459311086607906,0.00038875893332698726,0.38875893332698724,0.016070552153280918,0.08759811859053585,0.44647531278790337,0.07999304837213972,0.005716178602186311,0.07332842831113416,2.9257467085744687e-08,0.3068888231696115,2.6519086773847463e-08,3.438993527973177e-08
2018-06-30,0,-0.0007910316709399418,0.00041904323736787554,0.4190432373678755,-0.0012100749083078174,0.05591915336574113,0.4221109627528744,0.03599687176746287,0.0025722803709838397,0.03299779274001037,1.3165860206132709e-08,0.2408812608296051,1.1933589093049533e-08,0.20952165307387302
2018-07-31,0,0.0071223052403477545,0.00038233183905533863,0.38233183905533863,0.006739973401292416,0.041663619014583514,0.2845624110642111,0.01619859229535829,0.001157526166942793,0.014849006733004669,5.924637125329256e-09,0.3175459072686334,5.370115091872289e-09,0.32402292616251405
2018-08-31,0,0.022724776608388245,0.0002766303985224875,0.2766303985224875,0.02244814620986576,0.035248628556562585,0.17037502437695687,0.007289366532911233,0.0005208867751242701,0.006682053029852111,2.6660867063981647e-09,0.3563433161373868,0.036951253853797016,0.38658946807132255
2018-09-30,0,-0.0023357002918707424,7.40606849787005e-05,0.0740606849787005,-0.002409760976849443,0.03236188285045316,0.1758624465547677,0.0032802149398100545,0.00023439904880592153,0.003006923863433455,1.199739017879174e-09,0.3878862364489262,0.016628064234208668,0.38073983085985597
2018-10-31,2,-0.03383996113350025,0.0006999382016500222,0.6999382016500222,-0.03453989933515027,0.15908607637830613,0.11705383841473654,0.019965521821955372,0.02668664650292503,0.059707532620411605,0.07133019172237817,0.21785635701910755,0.06870461791548504,0.2596092176046947
2018-11-30,2,0.01103855669183633,0.0003344402695226706,0.3344402695226706,0.01070411642231366,0.1894495979459487,0.0702955421126605,0.03453534286141402,0.037899731850949206,0.08006756874050132,0.14827002446749787,0.16584356839685688,0.08247845585648551,0.19116016776768607
